Date;Time;Device ID;Dendro;Air Temp;Air Hum;Soil Temp;Soil Moisture;Battery Level
2024/06/08;10:25:35;6;3758,05;19;57,72;12,5;8,388144;100
2024/06/08;10:26:51;3;5213,33;15,02;84,52;11,19;26,562456;100
2024/06/08;10:27:31;1;3473,17;17,4;63,74;10,44;36,814632;98
2024/06/08;10:29:12;4;4056,88;16;77,2;9,88;21,436368;97
2024/06/08;10:30:53;2;3620,36;16,1;65,68;11,06;8,388144;100
2024/06/08;10:31:30;6;3757,26;18,8;59,38;12,44;8,388144;100
2024/06/08;10:32:50;3;5213,11;15,3;85,16;11,31;26,562456;100
2024/06/08;10:33:27;1;3470,53;17,5;66,5;10,56;36,814632;98
2024/06/08;10:35:09;4;4055,1;16,3;76,5;9,94;21,902376;97
2024/06/08;10:37:29;6;3756,05;19,7;55,7;12,56;8,388144;100
2024/06/08;10:38:49;3;5211,78;15,5;81,18;11,44;26,562456;100
2024/06/08;10:39:22;1;3470,77;17,52;63,9;10,75;36,814632;99
2024/06/08;10:41:04;4;4053,76;16,4;74,6;10,06;21,436368;97
2024/06/08;10:43:25;6;3753,52;19,3;56,22;13;8,388144;100
2024/06/08;10:44:41;3;5211,05;15,82;81,94;11,56;26,562456;100
2024/06/08;10:45:15;1;3471,85;17,98;63,74;10,94;36,814632;99
2024/06/08;10:46:58;4;4052,74;16,8;74,42;10,12;20,97036;97
2024/06/08;10:49:22;6;3751,04;19,7;55,3;13,38;8,388144;100
2024/06/08;10:50:41;3;5210,53;16,2;79,62;11,81;26,562456;100
2024/06/08;10:51:42;1;3471,06;18,1;63,64;11,12;36,814632;99
2024/06/08;10:52:54;4;4052,12;17;73,66;10,19;20,504352;97
2024/06/08;10:55:46;6;3749,06;19,3;57,3;14,5;8,388144;100
2024/06/08;10:56:36;3;5210,62;16,52;81,72;12,06;26,562456;100
2024/06/08;10:57:34;1;3471,09;18,2;65,1;11,31;36,814632;99
2024/06/08;10:58:53;4;4050;17,2;74,6;10,25;20,038344;97
2024/06/08;11:02:31;3;5210,33;16,8;77,88;12,31;26,562456;100
2024/06/08;11:03:27;1;3474,46;18,12;63,26;11,5;36,814632;99
2024/06/08;11:04:50;4;4048,26;17,1;71,14;10,38;19,572336;97
2024/06/08;11:05:14;2;3583,18;16,9;63,4;11,88;8,388144;100
2024/06/08;11:08:29;3;5209,28;16,9;78,98;12,69;26,562456;100
2024/06/08;11:09:25;1;3473,79;18,14;64,4;11,62;36,814632;99
2024/06/08;11:10:50;4;4046,34;17,4;72,4;10,5;20,504352;97
2024/06/08;11:13:36;6;3733,92;19,5;56,52;18,31;8,388144;100
2024/06/08;11:14:24;3;5207,7;17,32;76,04;13,06;26,562456;100
2024/06/08;11:15:25;1;3471,67;18,44;62,6;11,81;36,814632;99
2024/06/08;11:16:27;2;3566,82;17,5;63,4;12,06;8,388144;100
